Lable,Tweet
positive,I can't help it if the fictional K-drama world is much better than the real world! 😅 Watch #RevolutionaryLove-&gt;https://t.co/ITUkPPJ2wr (credit @livinginloganland) https://t.co/eIpeCOdKtc
positive,I can't help it if the fictional K-drama world is much better than the real world! 😅 Watch #RevolutionaryLove-&gt;https://t.co/ITUkPPJ2wr (credit @livinginloganland) https://t.co/eIpeCOdKtc
positive,I can't help it if the fictional K-drama world is much better than the real world! 😅 Watch #RevolutionaryLove-&gt;https://t.co/ITUkPPJ2wr (credit @livinginloganland) https://t.co/eIpeCOdKtc
positive,I can't help it if the fictional K-drama world is much better than the real world! 😅 Watch #RevolutionaryLove-&gt;https://t.co/ITUkPPJ2wr (credit @livinginloganland) https://t.co/eIpeCOdKtc
neutral,#WisePrisonLife 2nd teaser : https://t.co/yg1BCabtnF
neutral,#WisePrisonLife 2nd teaser : https://t.co/yg1BCabtnF
positive,I can't help it if the fictional K-drama world is much better than the real world! 😅 Watch #RevolutionaryLove-&gt;https://t.co/ITUkPPJ2wr (credit @livinginloganland) https://t.co/eIpeCOdKtc
positive,I can't help it if the fictional K-drama world is much better than the real world! 😅 Watch #RevolutionaryLove-&gt;https://t.co/ITUkPPJ2wr (credit @livinginloganland) https://t.co/eIpeCOdKtc
positive,I can't help it if the fictional K-drama world is much better than the real world! 😅 Watch #RevolutionaryLove-&gt;https://t.co/ITUkPPJ2wr (credit @livinginloganland) https://t.co/eIpeCOdKtc
positive,I can't help it if the fictional K-drama world is much better than the real world! 😅 Watch #RevolutionaryLove-&gt;https://t.co/ITUkPPJ2wr (credit @livinginloganland) https://t.co/eIpeCOdKtc
positive,I can't help it if the fictional K-drama world is much better than the real world! 😅 Watch #RevolutionaryLove-&gt;https://t.co/ITUkPPJ2wr (credit @livinginloganland) https://t.co/eIpeCOdKtc
neutral,I'm like hallelujah! 🙆🏻 Watch #RevolutionaryLove-&gt;https://t.co/ITUkPPJ2wr (credit @livinginloganland) https://t.co/7sBrtR5hcm
positive,I can't help it if the fictional K-drama world is much better than the real world! 😅 Watch #RevolutionaryLove-&gt;https://t.co/ITUkPPJ2wr (credit @livinginloganland) https://t.co/eIpeCOdKtc
positive,I can't help it if the fictional K-drama world is much better than the real world! 😅 Watch #RevolutionaryLove-&gt;https://t.co/ITUkPPJ2wr (credit @livinginloganland) https://t.co/eIpeCOdKtc
positive,I can't help it if the fictional K-drama world is much better than the real world! 😅 Watch #RevolutionaryLove-&gt;https://t.co/ITUkPPJ2wr (credit @livinginloganland) https://t.co/eIpeCOdKtc
neutral,https://t.co/Pt3HxXJPOP released #WisePrisonLife Episode 1 Preview! This longer 30-secs teaser features our winking prisoner Jang Bal Jang #KangSeungyoon https://t.co/ve2NAaCGMH
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
positive,[TRANS] ShinPD of NJTTW YOF team promotes #SEUNGYOON and #WisePrisonLife with full trailer! for full clip: https://t.co/hjzHgZ19Bu 171115 https://t.co/p4BpotPrqS
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
neutral,#RevolutionaryLove #KangSora #ChoiSiwon #GongMyung romantic shoulder pillow https://t.co/hUz4RzkD5I
neutral,Why hello there #Siwon! 👀 Watch #RevolutionaryLove for free-&gt; https://t.co/ITUkPPJ2wr https://t.co/FXsaGboxYN
positive,[TRANS] ShinPD of NJTTW YOF team promotes #SEUNGYOON and #WisePrisonLife with full trailer! for full clip: https://t.co/hjzHgZ19Bu 171115 https://t.co/p4BpotPrqS
positive,[TRANS] ShinPD of NJTTW YOF team promotes #SEUNGYOON and #WisePrisonLife with full trailer! for full clip: https://t.co/hjzHgZ19Bu 171115 https://t.co/p4BpotPrqS
neutral,#WisePrisonLife 2nd teaser : https://t.co/yg1BCabtnF
neutral,#WisePrisonLife 1st teaser: https://t.co/gIEPFbDZPt
neutral,#RevolutionaryLove #KangSora #ChoiSiwon #GongMyung romantic shoulder pillow https://t.co/hUz4RzkD5I
neutral,#WisePrisonLife 2nd teaser : https://t.co/yg1BCabtnF
positive,Krystal's first still cut as Jiho in #WisePrisonLife / #PrisonPlaybook 🙆❤ this scene is when she saw Kim Jae Hyuk's court process &amp; when she saw him got imprisoned https://t.co/A6Yl5UFt8z
neutral,funny~🐷🐴🐷🐴🐷🐴 #RevolutionaryLove #siwon https://t.co/0CDd8b9n0p
positive,krystal's short hair krystal as a medical student krystal &amp; seungyoon reunion possibility of krystal x jung hae in interaction great casts interesting plot NOV 22ND PLS COME FASTER #WisePrisonLife https://t.co/Qzqpt4YYQW
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
positive,@oasis @liamgallagher @NoelGallagher Hi northern cheeky monkeys I am from #Hull2017 #Hull @hullfcofficial @HullCity @hullkrofficial Live near #Southampton now Almost a southerner now lol Please listen to my #RevolutionaryLove video Cover song? https://t.co/4JIHE5Z5ay
positive,Cos I wasn't able to watch the last 3:42 mins of ep5... waaah I thought twas real 👏🏻👏🏻 Damgo ra diay ahak! #RevolutionaryLove #ep6 #kdrama https://t.co/TDNZDFmazc
neutral,Why hello there #Siwon! 👀 Watch #RevolutionaryLove for free-&gt; https://t.co/ITUkPPJ2wr https://t.co/FXsaGboxYN
positive,[TRANS] ShinPD of NJTTW YOF team promotes #SEUNGYOON and #WisePrisonLife with full trailer! for full clip: https://t.co/hjzHgZ19Bu 171115 https://t.co/p4BpotPrqS
positive,@KSora_IFC Hmmm...what're you looking at #kangsora?? starting at him like that..be carefull might you would falling in love with him ㅋㅋㅋ #Siwon #RevolutionaryLove
neutral,#Siwon cute face in #RevolutionaryLove repost: IG #DramaFever
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
neutral,#WisePrisonLife 2nd teaser : https://t.co/yg1BCabtnF
neutral,Why hello there #Siwon! 👀 Watch #RevolutionaryLove for free-&gt; https://t.co/ITUkPPJ2wr https://t.co/FXsaGboxYN
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
neutral,Why hello there #Siwon! 👀 Watch #RevolutionaryLove for free-&gt; https://t.co/ITUkPPJ2wr https://t.co/FXsaGboxYN
positive,I can't help it if the fictional K-drama world is much better than the real world! 😅 Watch #RevolutionaryLove-&gt;https://t.co/ITUkPPJ2wr (credit @livinginloganland) https://t.co/eIpeCOdKtc
neutral,Why hello there #Siwon! 👀 Watch #RevolutionaryLove for free-&gt; https://t.co/ITUkPPJ2wr https://t.co/FXsaGboxYN
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
neutral,Why hello there #Siwon! 👀 Watch #RevolutionaryLove for free-&gt; https://t.co/ITUkPPJ2wr https://t.co/FXsaGboxYN
positive,"#RevolutionaryLove" Reveals Stills Of #GongMyung Intensely Releasing Emotions https://t.co/CCTPQHgEBe https://t.co/0fiUUmVrXU
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
positive,Haha nice one! For the love of tissue ♥️ #Bribery #ByunHyuk #RevolutionaryLove #kdrama https://t.co/Um75s6if73
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
positive,ROMANCING THE MONOLITH https://t.co/UeMbqOHTT0 #peace #love #revolution #poetry #poem #anarchist #socialist #solidarity #streetart #OneLove #RevolutionaryLove #FF @ResistsThis @dpetrohilos @rvltn @favianna @opalayo #comrades https://t.co/DgrcwECzLt
neutral,#WisePrisonLife 2nd teaser : https://t.co/yg1BCabtnF
neutral,Why hello there #Siwon! 👀 Watch #RevolutionaryLove for free-&gt; https://t.co/ITUkPPJ2wr https://t.co/FXsaGboxYN
neutral,Why hello there #Siwon! 👀 Watch #RevolutionaryLove for free-&gt; https://t.co/ITUkPPJ2wr https://t.co/FXsaGboxYN
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
neutral,Why hello there #Siwon! 👀 Watch #RevolutionaryLove for free-&gt; https://t.co/ITUkPPJ2wr https://t.co/FXsaGboxYN
positive,I can't help it if the fictional K-drama world is much better than the real world! 😅 Watch #RevolutionaryLove-&gt;https://t.co/ITUkPPJ2wr (credit @livinginloganland) https://t.co/eIpeCOdKtc
positive,Rev Jacqui Lewis aka STORM! This Sikh sister has never felt more welcome &amp; alive in any other church — your @middlechurch is my multiracial multifaith sanctuary. I am so excited for our #RevolutionaryLove Conference in April 2018! https://t.co/6QWQGfsvlZ https://t.co/edcZDRU1eS
positive,Rev Jacqui Lewis aka STORM! This Sikh sister has never felt more welcome &amp; alive in any other church — your @middlechurch is my multiracial multifaith sanctuary. I am so excited for our #RevolutionaryLove Conference in April 2018! https://t.co/6QWQGfsvlZ https://t.co/edcZDRU1eS
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
neutral,[GIF] 171111 Ep.9 (1) #RevolutionaryLove #변혁의사랑 #KangSora #강소라 so cute here https://t.co/bWnakZJPGp https://t.co/pRatVoBAMK
neutral,I'm like hallelujah! 🙆🏻 Watch #RevolutionaryLove-&gt;https://t.co/ITUkPPJ2wr (credit @livinginloganland) https://t.co/7sBrtR5hcm
positive,I can't help it if the fictional K-drama world is much better than the real world! 😅 Watch #RevolutionaryLove-&gt;https://t.co/ITUkPPJ2wr (credit @livinginloganland) https://t.co/eIpeCOdKtc
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
positive,#ChoiSiwon’s Byun Hyuk has been #suay for the past 2 episodes. Will his luck change for the better? Stream #RevolutionaryLove on #StarHubGo to find out: https://t.co/Oyi5YvpYMi. https://t.co/YI8HhE4YxJ
neutral,I totally didn't expect that! 😯 Watch #RevolutionaryLove for free-&gt; https://t.co/ITUkPPJ2wr https://t.co/ij59pYfsek
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
neutral,Why hello there #Siwon! 👀 Watch #RevolutionaryLove for free-&gt; https://t.co/ITUkPPJ2wr https://t.co/FXsaGboxYN
neutral,I'm like hallelujah! 🙆🏻 Watch #RevolutionaryLove-&gt;https://t.co/ITUkPPJ2wr (credit @livinginloganland) https://t.co/7sBrtR5hcm
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
neutral,#WisePrisonLife 2nd teaser : https://t.co/yg1BCabtnF
positive,I can't help it if the fictional K-drama world is much better than the real world! 😅 Watch #RevolutionaryLove-&gt;https://t.co/ITUkPPJ2wr (credit @livinginloganland) https://t.co/eIpeCOdKtc
neutral,Why hello there #Siwon! 👀 Watch #RevolutionaryLove for free-&gt; https://t.co/ITUkPPJ2wr https://t.co/FXsaGboxYN
neutral,I totally didn't expect that! 😯 Watch #RevolutionaryLove for free-&gt; https://t.co/ITUkPPJ2wr https://t.co/ij59pYfsek
neutral,Why hello there #Siwon! 👀 Watch #RevolutionaryLove for free-&gt; https://t.co/ITUkPPJ2wr https://t.co/FXsaGboxYN
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
neutral,I'm like hallelujah! 🙆🏻 Watch #RevolutionaryLove-&gt;https://t.co/ITUkPPJ2wr (credit @livinginloganland) https://t.co/7sBrtR5hcm
neutral,Why hello there #Siwon! 👀 Watch #RevolutionaryLove for free-&gt; https://t.co/ITUkPPJ2wr https://t.co/FXsaGboxYN
positive,I can't help it if the fictional K-drama world is much better than the real world! 😅 Watch #RevolutionaryLove-&gt;https://t.co/ITUkPPJ2wr (credit @livinginloganland) https://t.co/eIpeCOdKtc
negative,Ratings 171112: #MyGoldenLife : 37.9% #ManWhoSetsTheTable : 9.7% | 12.6% #Black : 3.4% #RevolutionaryLove : 2.6%
positive,I can't help it if the fictional K-drama world is much better than the real world! 😅 Watch #RevolutionaryLove-&gt;https://t.co/ITUkPPJ2wr (credit @livinginloganland) https://t.co/eIpeCOdKtc
neutral,[WINNER NOVEMBER SCHEDULE] as of 11/16/17 #WINNEROverFlowers #WisePrisonLife #WizardOfNowhere #YOON #MINO #HOON #JINU #WINNER https://t.co/j8fGANKawe
positive,I can't help it if the fictional K-drama world is much better than the real world! 😅 Watch #RevolutionaryLove-&gt;https://t.co/ITUkPPJ2wr (credit @livinginloganland) https://t.co/eIpeCOdKtc
neutral,Why hello there #Siwon! 👀 Watch #RevolutionaryLove for free-&gt; https://t.co/ITUkPPJ2wr https://t.co/FXsaGboxYN
neutral,I totally didn't expect that! 😯 Watch #RevolutionaryLove for free-&gt; https://t.co/ITUkPPJ2wr https://t.co/ij59pYfsek
positive,I can't help it if the fictional K-drama world is much better than the real world! 😅 Watch #RevolutionaryLove-&gt;https://t.co/ITUkPPJ2wr (credit @livinginloganland) https://t.co/eIpeCOdKtc
positive,I can't help it if the fictional K-drama world is much better than the real world! 😅 Watch #RevolutionaryLove-&gt;https://t.co/ITUkPPJ2wr (credit @livinginloganland) https://t.co/eIpeCOdKtc
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
neutral,Why hello there #Siwon! 👀 Watch #RevolutionaryLove for free-&gt; https://t.co/ITUkPPJ2wr https://t.co/FXsaGboxYN
positive,I can't help it if the fictional K-drama world is much better than the real world! 😅 Watch #RevolutionaryLove-&gt;https://t.co/ITUkPPJ2wr (credit @livinginloganland) https://t.co/eIpeCOdKtc
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
neutral,I'm like hallelujah! 🙆🏻 Watch #RevolutionaryLove-&gt;https://t.co/ITUkPPJ2wr (credit @livinginloganland) https://t.co/7sBrtR5hcm
positive,I can't help it if the fictional K-drama world is much better than the real world! 😅 Watch #RevolutionaryLove-&gt;https://t.co/ITUkPPJ2wr (credit @livinginloganland) https://t.co/eIpeCOdKtc
neutral,I'm like hallelujah! 🙆🏻 Watch #RevolutionaryLove-&gt;https://t.co/ITUkPPJ2wr (credit @livinginloganland) https://t.co/7sBrtR5hcm
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
positive,I can't help it if the fictional K-drama world is much better than the real world! 😅 Watch #RevolutionaryLove-&gt;https://t.co/ITUkPPJ2wr (credit @livinginloganland) https://t.co/eIpeCOdKtc
neutral,Why hello there #Siwon! 👀 Watch #RevolutionaryLove for free-&gt; https://t.co/ITUkPPJ2wr https://t.co/FXsaGboxYN
neutral,I totally didn't expect that! 😯 Watch #RevolutionaryLove for free-&gt; https://t.co/ITUkPPJ2wr https://t.co/ij59pYfsek
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
positive,I can't help it if the fictional K-drama world is much better than the real world! 😅 Watch #RevolutionaryLove-&gt;https://t.co/ITUkPPJ2wr (credit @livinginloganland) https://t.co/eIpeCOdKtc
positive,I can't help it if the fictional K-drama world is much better than the real world! 😅 Watch #RevolutionaryLove-&gt;https://t.co/ITUkPPJ2wr (credit @livinginloganland) https://t.co/eIpeCOdKtc
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
positive,I can't help it if the fictional K-drama world is much better than the real world! 😅 Watch #RevolutionaryLove-&gt;https://t.co/ITUkPPJ2wr (credit @livinginloganland) https://t.co/eIpeCOdKtc
neutral,I totally didn't expect that! 😯 Watch #RevolutionaryLove for free-&gt; https://t.co/ITUkPPJ2wr https://t.co/ij59pYfsek
neutral,Why hello there #Siwon! 👀 Watch #RevolutionaryLove for free-&gt; https://t.co/ITUkPPJ2wr https://t.co/FXsaGboxYN
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
positive,I can't help it if the fictional K-drama world is much better than the real world! 😅 Watch #RevolutionaryLove-&gt;https://t.co/ITUkPPJ2wr (credit @livinginloganland) https://t.co/eIpeCOdKtc
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
positive,I can't help it if the fictional K-drama world is much better than the real world! 😅 Watch #RevolutionaryLove-&gt;https://t.co/ITUkPPJ2wr (credit @livinginloganland) https://t.co/eIpeCOdKtc
neutral,Why hello there #Siwon! 👀 Watch #RevolutionaryLove for free-&gt; https://t.co/ITUkPPJ2wr https://t.co/FXsaGboxYN
positive,I can't help it if the fictional K-drama world is much better than the real world! 😅 Watch #RevolutionaryLove-&gt;https://t.co/ITUkPPJ2wr (credit @livinginloganland) https://t.co/eIpeCOdKtc
positive,I can't help it if the fictional K-drama world is much better than the real world! 😅 Watch #RevolutionaryLove-&gt;https://t.co/ITUkPPJ2wr (credit @livinginloganland) https://t.co/eIpeCOdKtc
neutral,I totally didn't expect that! 😯 Watch #RevolutionaryLove for free-&gt; https://t.co/ITUkPPJ2wr https://t.co/ij59pYfsek
positive,I can't help it if the fictional K-drama world is much better than the real world! 😅 Watch #RevolutionaryLove-&gt;https://t.co/ITUkPPJ2wr (credit @livinginloganland) https://t.co/eIpeCOdKtc
neutral,Why hello there #Siwon! 👀 Watch #RevolutionaryLove for free-&gt; https://t.co/ITUkPPJ2wr https://t.co/FXsaGboxYN
positive,I can't help it if the fictional K-drama world is much better than the real world! 😅 Watch #RevolutionaryLove-&gt;https://t.co/ITUkPPJ2wr (credit @livinginloganland) https://t.co/eIpeCOdKtc
positive,I can't help it if the fictional K-drama world is much better than the real world! 😅 Watch #RevolutionaryLove-&gt;https://t.co/ITUkPPJ2wr (credit @livinginloganland) https://t.co/eIpeCOdKtc
positive,[TRANS] ShinPD of NJTTW YOF team promotes #SEUNGYOON and #WisePrisonLife with full trailer! for full clip: https://t.co/hjzHgZ19Bu 171115 https://t.co/p4BpotPrqS
positive,I can't help it if the fictional K-drama world is much better than the real world! 😅 Watch #RevolutionaryLove-&gt;https://t.co/ITUkPPJ2wr (credit @livinginloganland) https://t.co/eIpeCOdKtc
neutral,Why hello there #Siwon! 👀 Watch #RevolutionaryLove for free-&gt; https://t.co/ITUkPPJ2wr https://t.co/FXsaGboxYN
positive,And not to forget i got new baby from #WYWS ❤️ Welcome to my life #정해인 #JungHaeIn 😘 see u soon on #WisePrisonLife 😆 #당신이잠든사이에 #WhileYouWereSleeping #suzy #수지 #배수지 cto https://t.co/XLTGuA85z5
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
neutral,#WisePrisonLife 2nd teaser : https://t.co/yg1BCabtnF
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
neutral,Why hello there #Siwon! 👀 Watch #RevolutionaryLove for free-&gt; https://t.co/ITUkPPJ2wr https://t.co/FXsaGboxYN
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
negative,Guys mind to help me? Please recommend me a website that could download kdrama with eng sub I used to streaming lately I wanna download it... any recommendations? &gt;&lt; I wanna watch #RevolutionaryLove later 😭
neutral,I'm like hallelujah! 🙆🏻 Watch #RevolutionaryLove-&gt;https://t.co/ITUkPPJ2wr (credit @livinginloganland) https://t.co/7sBrtR5hcm
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
neutral,Why hello there #Siwon! 👀 Watch #RevolutionaryLove for free-&gt; https://t.co/ITUkPPJ2wr https://t.co/FXsaGboxYN
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
neutral,Why hello there #Siwon! 👀 Watch #RevolutionaryLove for free-&gt; https://t.co/ITUkPPJ2wr https://t.co/FXsaGboxYN
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
neutral,I'm like hallelujah! 🙆🏻 Watch #RevolutionaryLove-&gt;https://t.co/ITUkPPJ2wr (credit @livinginloganland) https://t.co/7sBrtR5hcm
neutral,I'm like hallelujah! 🙆🏻 Watch #RevolutionaryLove-&gt;https://t.co/ITUkPPJ2wr (credit @livinginloganland) https://t.co/7sBrtR5hcm
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
neutral,I totally didn't expect that! 😯 Watch #RevolutionaryLove for free-&gt; https://t.co/ITUkPPJ2wr https://t.co/ij59pYfsek
neutral,Why hello there #Siwon! 👀 Watch #RevolutionaryLove for free-&gt; https://t.co/ITUkPPJ2wr https://t.co/FXsaGboxYN
positive,#Siwon's face cracks me up every time! 😂 Watch him in new episodes of #RevolutionaryLove-&gt;https://t.co/ITUkPPJ2wr credit @livinginloganland https://t.co/HP0j79yL4C
neutral,I'm like hallelujah! 🙆🏻 Watch #RevolutionaryLove-&gt;https://t.co/ITUkPPJ2wr (credit @livinginloganland) https://t.co/7sBrtR5hcm
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
neutral,I'm like hallelujah! 🙆🏻 Watch #RevolutionaryLove-&gt;https://t.co/ITUkPPJ2wr (credit @livinginloganland) https://t.co/7sBrtR5hcm
neutral,I totally didn't expect that! 😯 Watch #RevolutionaryLove for free-&gt; https://t.co/ITUkPPJ2wr https://t.co/ij59pYfsek
neutral,I'm like hallelujah! 🙆🏻 Watch #RevolutionaryLove-&gt;https://t.co/ITUkPPJ2wr (credit @livinginloganland) https://t.co/7sBrtR5hcm
neutral,Why hello there #Siwon! 👀 Watch #RevolutionaryLove for free-&gt; https://t.co/ITUkPPJ2wr https://t.co/FXsaGboxYN
neutral,I'm like hallelujah! 🙆🏻 Watch #RevolutionaryLove-&gt;https://t.co/ITUkPPJ2wr (credit @livinginloganland) https://t.co/7sBrtR5hcm
positive,#RevolutionaryLove guys in the last scene it was like only siwon is kissing sora and sora isnt even trying to move her lips..does she suck at kissing or unwilling to kiss I couldn't be sure really...one of the weirdest kiss scene I've ever watched🤔 hope there is prob btween them
positive,[TRANS] ShinPD of NJTTW YOF team promotes #SEUNGYOON and #WisePrisonLife with full trailer! for full clip: https://t.co/hjzHgZ19Bu 171115 https://t.co/p4BpotPrqS
positive,#RevolutionaryLove Ep.1-10 summarized in one minute. [The drama is] all incredibly funny/fun sprite (slang used to describe wrongdoers being punished/justice) and romance until now. Choi Siwon x Kang Sora x Gong Myung Watch it every Saturday Sunday on tvN at 9:00 pm! https://t.co/r5w60URVhf
negative,Ratings 171111: #MyGoldenLife : 32.3% #MoneyFlower: 10.3% | 12.7% #BravoMyLife : 6.8% | 6.9% | 7.2% | 7.3% #GoBackSpouses : 6% #Black : 3% #RevolutionaryLove : 2.8% #ThePackage : 1.9%
positive,El jefe Kwon de RevolutionaryLove es hermano de Doyoung de NCT 😱💕
neutral,Why hello there #Siwon! 👀 Watch #RevolutionaryLove for free-&gt; https://t.co/ITUkPPJ2wr https://t.co/FXsaGboxYN
positive,[TRANS] ShinPD of NJTTW YOF team promotes #SEUNGYOON and #WisePrisonLife with full trailer! for full clip: https://t.co/hjzHgZ19Bu 171115 https://t.co/p4BpotPrqS
positive,And not to forget i got new baby from #WYWS ❤️ Welcome to my life #정해인 #JungHaeIn 😘 see u soon on #WisePrisonLife 😆 #당신이잠든사이에 #WhileYouWereSleeping #suzy #수지 #배수지 cto https://t.co/XLTGuA85z5
neutral,#WisePrisonLife 2nd teaser : https://t.co/yg1BCabtnF
neutral,"....who else but Coleman??" #FamilyGuy #Quagmire #cannabis @SethMacFarlane #RevolutionaryLove for #GodsGift #revolutionary - it takes time+effort. Grown ups work for things. Grown ups pay. Grown ups suffer consequences. #persevere brother! Nobody remembers a quitter. #GODisLOVE https://t.co/Xa911BQHi0
