Lable,Tweet
positive,Someone needs to quickly let this boi know of the girls’ relationship #MyGoldenLife https://t.co/z5nfYqfTFk
negative,Oh Ji Soo you were so quick to judge #MyGoldenLife can't imagine how much anger she would gain once she discovers that Mr. Sunwoo likes JiAn
positive,There’s another character manoeuvring events in #MyGoldenLife 1. Who sent the letter to Mr. Choi? (JiAn is not ur daughter) 2. Who spread photos of Do Kyung and Ji An?
negative,Ratings 171112: #MyGoldenLife : 37.9% #ManWhoSetsTheTable : 9.7% | 12.6% #Black : 3.4% #RevolutionaryLove : 2.6%
positive,Romantic! Fantastic! I fall in love with #MyGoldenLife #황금빛내인생 #ParkSiHoo #ShinHyeSun ❤ #drama #kdrama #EP19 https://t.co/5CRHHq2Yan
negative,Omg i really hate jisoo, she only thinks about herself #MyGoldenLife
negative,Ratings 171112: #MyGoldenLife : 37.9% #ManWhoSetsTheTable : 9.7% | 12.6% #Black : 3.4% #RevolutionaryLove : 2.6%
negative,Ratings 171112: #MyGoldenLife : 37.9% #ManWhoSetsTheTable : 9.7% | 12.6% #Black : 3.4% #RevolutionaryLove : 2.6%
negative,Ratings 171111: #MyGoldenLife : 32.3% #MoneyFlower: 10.3% | 12.7% #BravoMyLife : 6.8% | 6.9% | 7.2% | 7.3% #GoBackSpouses : 6% #Black : 3% #RevolutionaryLove : 2.8% #ThePackage : 1.9%
negative,Ratings 171112: #MyGoldenLife : 37.9% #ManWhoSetsTheTable : 9.7% | 12.6% #Black : 3.4% #RevolutionaryLove : 2.6%
negative,Ratings 171112: #MyGoldenLife : 37.9% #ManWhoSetsTheTable : 9.7% | 12.6% #Black : 3.4% #RevolutionaryLove : 2.6%
negative,Ratings 171111: #MyGoldenLife : 32.3% #MoneyFlower: 10.3% | 12.7% #BravoMyLife : 6.8% | 6.9% | 7.2% | 7.3% #GoBackSpouses : 6% #Black : 3% #RevolutionaryLove : 2.8% #ThePackage : 1.9%
negative,Ratings 171112: #MyGoldenLife : 37.9% #ManWhoSetsTheTable : 9.7% | 12.6% #Black : 3.4% #RevolutionaryLove : 2.6%
negative,Ratings 171112: #MyGoldenLife : 37.9% #ManWhoSetsTheTable : 9.7% | 12.6% #Black : 3.4% #RevolutionaryLove : 2.6%
negative,Ratings 171112: #MyGoldenLife : 37.9% #ManWhoSetsTheTable : 9.7% | 12.6% #Black : 3.4% #RevolutionaryLove : 2.6%
positive,OMFG please no to amnesia plot! ugh! I've been refreshing the kissasian site but they have not uploaded epi 22 yet! what's taking them so long today? #MyGoldenLife https://t.co/8jpbspjsTl
negative,Ratings 171112: #MyGoldenLife : 37.9% #ManWhoSetsTheTable : 9.7% | 12.6% #Black : 3.4% #RevolutionaryLove : 2.6%
positive,#MyGoldenLife just became the most watched series of 2017?😱 I won't sleep until episode 22 is subbed! Somebody upload it NOW!!😩 https://t.co/NkEzT0890P
neutral,Omo! #MyGoldenLife 👏👏 But I still haven't watched that drama. 😂 https://t.co/vjXj9YZM8U
negative,Ratings 171112: #MyGoldenLife : 37.9% #ManWhoSetsTheTable : 9.7% | 12.6% #Black : 3.4% #RevolutionaryLove : 2.6%
negative,Ratings 171112: #MyGoldenLife : 37.9% #ManWhoSetsTheTable : 9.7% | 12.6% #Black : 3.4% #RevolutionaryLove : 2.6%
negative,Ratings 171112: #MyGoldenLife : 37.9% #ManWhoSetsTheTable : 9.7% | 12.6% #Black : 3.4% #RevolutionaryLove : 2.6%
negative,Ratings 171112: #MyGoldenLife : 37.9% #ManWhoSetsTheTable : 9.7% | 12.6% #Black : 3.4% #RevolutionaryLove : 2.6%
positive,I've just watched episode S01E21 of My Golden Life! #mygoldenlife https://t.co/NfbULzj19f #tvtime https://t.co/GX7LU1pS2t
negative,Ratings 171112: #MyGoldenLife : 37.9% #ManWhoSetsTheTable : 9.7% | 12.6% #Black : 3.4% #RevolutionaryLove : 2.6%
negative,Ratings 171112: #MyGoldenLife : 37.9% #ManWhoSetsTheTable : 9.7% | 12.6% #Black : 3.4% #RevolutionaryLove : 2.6%
negative,Ratings 171112: #MyGoldenLife : 37.9% #ManWhoSetsTheTable : 9.7% | 12.6% #Black : 3.4% #RevolutionaryLove : 2.6%
negative,Ratings 171112: #MyGoldenLife : 37.9% #ManWhoSetsTheTable : 9.7% | 12.6% #Black : 3.4% #RevolutionaryLove : 2.6%
negative,Ratings 171112: #MyGoldenLife : 37.9% #ManWhoSetsTheTable : 9.7% | 12.6% #Black : 3.4% #RevolutionaryLove : 2.6%
negative,Ratings 171111: #MyGoldenLife : 32.3% #MoneyFlower: 10.3% | 12.7% #BravoMyLife : 6.8% | 6.9% | 7.2% | 7.3% #GoBackSpouses : 6% #Black : 3% #RevolutionaryLove : 2.8% #ThePackage : 1.9%
negative,Ratings 171112: #MyGoldenLife : 37.9% #ManWhoSetsTheTable : 9.7% | 12.6% #Black : 3.4% #RevolutionaryLove : 2.6%
negative,Ratings 171112: #MyGoldenLife : 37.9% #ManWhoSetsTheTable : 9.7% | 12.6% #Black : 3.4% #RevolutionaryLove : 2.6%
negative,Ratings 171112: #MyGoldenLife : 37.9% #ManWhoSetsTheTable : 9.7% | 12.6% #Black : 3.4% #RevolutionaryLove : 2.6%
positive,This thread is literally me after watching #mygoldenlife except I don't really hate Jisoo, cause I can see why she would be upset, not that what she did too Jian is okay, specially with how ep 21 ended asfbnl https://t.co/yZHYfBjy5D
negative,Ratings 171112: #MyGoldenLife : 37.9% #ManWhoSetsTheTable : 9.7% | 12.6% #Black : 3.4% #RevolutionaryLove : 2.6%
negative,Ratings 171112: #MyGoldenLife : 37.9% #ManWhoSetsTheTable : 9.7% | 12.6% #Black : 3.4% #RevolutionaryLove : 2.6%
negative,Ratings 171112: #MyGoldenLife : 37.9% #ManWhoSetsTheTable : 9.7% | 12.6% #Black : 3.4% #RevolutionaryLove : 2.6%
positive,Someone needs to quickly let this boi know of the girls’ relationship #MyGoldenLife https://t.co/z5nfYqfTFk
positive,Man i need all the eps for #MyGoldenLife 😆 I'm so glad Hyuk found Ji An. I hope Ji An didn't lose her memories tho 😢
positive,Someone needs to quickly let this boi know of the girls’ relationship #MyGoldenLife https://t.co/z5nfYqfTFk
negative,that epsiode was confusing as hell i dont understand why ji an is suddenly drying seaweed and why did we literally only see her for 30 seconds of the whole entire episode ??? what happen to her in the forest? does she have amnesia? or like what #MyGoldenLife
neutral,Ji Soo, please don’t ruin it 😧 #MyGoldenLife https://t.co/TyEEdpqsNd
positive,Ji An, you owe us a significant back story #MyGoldenLife https://t.co/K2hlqGk7L0
neutral,It’s Hyuk this time!!!! #MyGoldenLife .... but I hope Ji Soo will not ruin it 😞 https://t.co/kAK4ecGTkp
neutral,Someone tell me what happen to seo jian?? #MyGoldenLife
negative,Ratings 171111: #MyGoldenLife : 32.3% #MoneyFlower: 10.3% | 12.7% #BravoMyLife : 6.8% | 6.9% | 7.2% | 7.3% #GoBackSpouses : 6% #Black : 3% #RevolutionaryLove : 2.8% #ThePackage : 1.9%
neutral,Is the bodyguard and the wife in on this together? Hmm. #MyGoldenLife
positive,I still don't get why #MyGoldenLife has such a high rating when it's the SAME OLD STORY. I consider its rivals #MoneyFlower and #ManWhoSetstheTable WAY BETTER and interesting. Pfft.
negative,Ratings 171111: #MyGoldenLife : 32.3% #MoneyFlower: 10.3% | 12.7% #BravoMyLife : 6.8% | 6.9% | 7.2% | 7.3% #GoBackSpouses : 6% #Black : 3% #RevolutionaryLove : 2.8% #ThePackage : 1.9%
positive,@missienelly But I LOVE #BravoMyLife
neutral,Rating EP.1 MoneyFlower - 돈꽃 20171111 . #MyGoldenLife : 32.3% #MoneyFlower: 10.3% | 12.7% #BravoMyLife : 6.8% | 6.9% | 7.2% | 7.3% #GoBackSpouses : 6% . #장혁 #janghyuk #จางฮยอก #장혁태국 #janghyukthailand #HyukSpam #KangPilJu #MoneyFlower #돈꽃 #ParkSeYoung #NaMoYeon #MBC https://t.co/wAQoDzaGNc
negative,Ratings 171111: #MyGoldenLife : 32.3% #MoneyFlower: 10.3% | 12.7% #BravoMyLife : 6.8% | 6.9% | 7.2% | 7.3% #GoBackSpouses : 6% #Black : 3% #RevolutionaryLove : 2.8% #ThePackage : 1.9%
negative,Ratings 171111: #MyGoldenLife : 32.3% #MoneyFlower: 10.3% | 12.7% #BravoMyLife : 6.8% | 6.9% | 7.2% | 7.3% #GoBackSpouses : 6% #Black : 3% #RevolutionaryLove : 2.8% #ThePackage : 1.9%
negative,Ratings 171111: #MyGoldenLife : 32.3% #MoneyFlower: 10.3% | 12.7% #BravoMyLife : 6.8% | 6.9% | 7.2% | 7.3% #GoBackSpouses : 6% #Black : 3% #RevolutionaryLove : 2.8% #ThePackage : 1.9%
negative,Ratings 171111: #MyGoldenLife : 32.3% #MoneyFlower: 10.3% | 12.7% #BravoMyLife : 6.8% | 6.9% | 7.2% | 7.3% #GoBackSpouses : 6% #Black : 3% #RevolutionaryLove : 2.8% #ThePackage : 1.9%
negative,Ratings 171111: #MyGoldenLife : 32.3% #MoneyFlower: 10.3% | 12.7% #BravoMyLife : 6.8% | 6.9% | 7.2% | 7.3% #GoBackSpouses : 6% #Black : 3% #RevolutionaryLove : 2.8% #ThePackage : 1.9%
negative,Ratings 171111: #MyGoldenLife : 32.3% #MoneyFlower: 10.3% | 12.7% #BravoMyLife : 6.8% | 6.9% | 7.2% | 7.3% #GoBackSpouses : 6% #Black : 3% #RevolutionaryLove : 2.8% #ThePackage : 1.9%
negative,Ratings 171111: #MyGoldenLife : 32.3% #MoneyFlower: 10.3% | 12.7% #BravoMyLife : 6.8% | 6.9% | 7.2% | 7.3% #GoBackSpouses : 6% #Black : 3% #RevolutionaryLove : 2.8% #ThePackage : 1.9%
neutral,Our biggest fans this week: @joburgtheatre, @joswalker, @smuts_johan. Thank you! via https://t.co/AQtIEq8FEg https://t.co/XHbXfJi0PE
positive,This scene really warms my heart, their feeling look so pure just need a little push. Ha Ri yah Kim Min Joon really worry &amp; take care of you his eyes say everything 😍😍😍 but we want more esp HUG dear @MyloveKBS 🙏🏻 #MadDog #WooDoHwan #RyuHwayoung https://t.co/Qc07zDwQvo
positive,Whoa, this couple. Even without skinship, even only with their stares, I could feel that there's love between them 😍❤ #MadDog #WooDoHwan #RyuHwaYoung https://t.co/rftMSqex0S
negative,He got disappointed that it isn’t Hari, lmaooo #MadDog https://t.co/sHVnGkKKYf
positive,Sorry not sorry But I wanna kiss his tears away OMG I am so in love with #WooDoHwan (like I am with so many) #MadDog https://t.co/mRiFxRFasr
positive,About to watch ep 3 it was getting pretty good #MadDog #bingewatching #kdrama
positive,Ratings 16/11/17: #WhileYouWereSleeping : 8.7% | 9.7% #MadDog : 6.4% And WYWS still remained top in its time slot. It was one of the shows that deserved higher ratings from start to finish. Either way I’m proud off WYWS for having consistent ratings. This show was LOVE! 👏🏼
neutral,Ratings 171116: #WhileYouWereSleeping : 8.7% | 9.7% #MadDog : 6.4% #BuamdongRevengeSocialClub : 6.3%
positive,I liked a @YouTube video https://t.co/IQY1PmV836 STICKING IT SOMEWHERE FISHY ♡ STICK FIGHT: THE GAME
positive,🔴 LIVE! Get ready for ultimate fun! Come and join me right now https://t.co/XBdCm26raZ
positive,every episode im even more stunned by his beauty.. what a wonderful time to be alive.. #매드독 #MadDog #우도환 #WooDoHwan https://t.co/n0LLaSjKIy
negative,Damn MADDOG made me twisted
neutral,MadDog went MadNuts @MadDogSams
neutral,Cheetah, the truly shipper of Minjoon-Hari ㅋㅋㅋ #MadDog https://t.co/pZP37fqGpp
neutral,MadDog went MadNuts @MadDogSams
positive,Ratings 16/11/17: #WhileYouWereSleeping : 8.7% | 9.7% #MadDog : 6.4% And WYWS still remained top in its time slot. It was one of the shows that deserved higher ratings from start to finish. Either way I’m proud off WYWS for having consistent ratings. This show was LOVE! 👏🏼
negative,we dead https://t.co/lUys7DptdZ
positive,Ratings 16/11/17: #WhileYouWereSleeping : 8.7% | 9.7% #MadDog : 6.4% And WYWS still remained top in its time slot. It was one of the shows that deserved higher ratings from start to finish. Either way I’m proud off WYWS for having consistent ratings. This show was LOVE! 👏🏼
neutral,#KimRaeWon filming today at Coex .. BlackKnight? Cr: Weibo https://t.co/yMvxYzwXLK
neutral,Ratings 171116: #WhileYouWereSleeping : 8.7% | 9.7% #MadDog : 6.4% #BuamdongRevengeSocialClub : 6.3%
positive,It amazes me how amazing you are 😍💜🔥
neutral,Ratings 171116: #WhileYouWereSleeping : 8.7% | 9.7% #MadDog : 6.4% #BuamdongRevengeSocialClub : 6.3%
positive,Mad Dog cast surprising Jo Jaeyun with a birthday cake on set.. I can hear Dohwan's singing, this is so cute!! #매드독 #MadDog #우도환 #WooDoHwan https://t.co/Cz2EhorWHU
positive,This scene really warms my heart, their feeling look so pure just need a little push. Ha Ri yah Kim Min Joon really worry &amp; take care of you his eyes say everything 😍😍😍 but we want more esp HUG dear @MyloveKBS 🙏🏻 #MadDog #WooDoHwan #RyuHwayoung https://t.co/Qc07zDwQvo
neutral,Ratings 171116: #WhileYouWereSleeping : 8.7% | 9.7% #MadDog : 6.4% #BuamdongRevengeSocialClub : 6.3%
positive,@rachelcarver25 @maddog_millah99 @aberdoos @sydney_hawkins8 Proud friends❤️❤️❤️
positive,Ratings 16/11/17: #WhileYouWereSleeping : 8.7% | 9.7% #MadDog : 6.4% And WYWS still remained top in its time slot. It was one of the shows that deserved higher ratings from start to finish. Either way I’m proud off WYWS for having consistent ratings. This show was LOVE! 👏🏼
neutral,@ohsshari @akinesp_ Like why didn’t the guy FILMING IT say anything???
positive,Is there such a thing as being happy when you’re alone but still wanting to be invited to events and included in groups?
neutral,Maddog McGraw 7/23/17 https://t.co/rGYFEPY6ad
positive,Whoa, this couple. Even without skinship, even only with their stares, I could feel that there's love between them 😍❤ #MadDog #WooDoHwan #RyuHwaYoung https://t.co/rftMSqex0S
neutral,I've just watched episode S01E12 of Mad Dog! #maddog #tvtime https://t.co/h0DwbthVoC https://t.co/fIhwQn95XB
positive,We found the first kiss with ur boy under the moonlight at 2am sharing a maddog wit bendystraws
positive,Ratings 16/11/17: #WhileYouWereSleeping : 8.7% | 9.7% #MadDog : 6.4% And WYWS still remained top in its time slot. It was one of the shows that deserved higher ratings from start to finish. Either way I’m proud off WYWS for having consistent ratings. This show was LOVE! 👏🏼
positive,#Hiphop #MichiganMusic #MusicVideo "INVASION " By Sincere, Maddog, 16, D.R.A.C, Pope &amp; Ichiban https://t.co/TFxZMYBRPx
neutral,i️ impulsively bought my hangout fest ticket while eating shitty panda express today. all is well.
neutral,Tonight begins the final weekend of the smash hit “Clue” as present by the @nddons Jugglers… https://t.co/Si5Ms71rAg
neutral,Ratings 171116: #WhileYouWereSleeping : 8.7% | 9.7% #MadDog : 6.4% #BuamdongRevengeSocialClub : 6.3%
positive,Ratings 16/11/17: #WhileYouWereSleeping : 8.7% | 9.7% #MadDog : 6.4% And WYWS still remained top in its time slot. It was one of the shows that deserved higher ratings from start to finish. Either way I’m proud off WYWS for having consistent ratings. This show was LOVE! 👏🏼
neutral,WHAT A TWIST !! 😱😱😱😱 #매드독 #MadDog https://t.co/m5hDEMwRX7
positive,Ratings 16/11/17: #WhileYouWereSleeping : 8.7% | 9.7% #MadDog : 6.4% And WYWS still remained top in its time slot. It was one of the shows that deserved higher ratings from start to finish. Either way I’m proud off WYWS for having consistent ratings. This show was LOVE! 👏🏼
neutral,Those 3 seconds when kim minjoon give hari his jacket and those 3 seconds stare of his, MAKE ME SQUELLIIINGGG #maddog
neutral,The men’s concerns for Hari who thoughtlesslyput herself in danger :’) #MadDog https://t.co/YEHpZmoPRs
neutral,If Radford ever had a football team Maddog would 100% be the sponsor
neutral,Mad Dog still cut #매드독 #maddog https://t.co/pIHTYoXDYe
positive,He looks so good in caps 😊 #woodohwan #maddog #우도환 #매드독 https://t.co/ncoqffEWEi
negative,And I clearly remember the way Lee Young-ho stare at Ha-ri in police station. I hope I'm wrong but that's all make sense to confront #MadDog team 😐
positive,I'll take a wild guess. Ha-ri will become Hyun-gi's target to hurt #MadDog team. Remember what he said about "emotions" when he saw Min-joon came to Ha-ri in ep 11 🤔
positive,i’m trying to move on from this week’s eps and KBS posts this 😭😭😭❤️❤️❤️ i really don’t know how to recover after watching #MadDog #매드독 https://t.co/e72x3DkLqz
positive,We found the first kiss with ur boy under the moonlight at 2am sharing a maddog wit bendystraws
positive,KW and MJ convo on the first part of #MadDog ep12 is heartbreaking. Ji Tae and Do Hwan acting 👍
positive,Offense struggled in the first half but they certainly picked it up in the second half. Steelers move to 8-2 and remain on top of the AFC. #Steelers
positive,Ratings 16/11/17: #WhileYouWereSleeping : 8.7% | 9.7% #MadDog : 6.4% And WYWS still remained top in its time slot. It was one of the shows that deserved higher ratings from start to finish. Either way I’m proud off WYWS for having consistent ratings. This show was LOVE! 👏🏼
negative,I want Landry Jones to throw a touchdown here lol.
neutral,4 interceptions for the Steelers defense tonight.
positive,@sasalerno @Maddog_219 Absolutely
positive,Triangle Love 🙈🙈🙈 #MadDog https://t.co/FVyERkucj5
neutral,20171117 #Repost chang_un_lee Instagram https://t.co/uCGpSnUMOR #KimRaeWon #김래원 #金来沅 #金來沅 #キムレウォン #BlackKnight #흑기사 #黑骑士 #黑騎士 https://t.co/GiFIiKeHkN
positive,@Mel629_ @Maddog_219 Yes Ma’am. And the defense is the 🍒 on top
neutral,Two beasts, haha! #매드독 #MadDog https://t.co/hijO7PjXpA
negative,@Maddog_219 This is what we all expected this season
positive,Gosh... I'm seriously in love with them 💕 They just have to look at each other to have chemistry 🔥 #매드독 #MadDog #WooDoHwan &amp; #RyuHwaYoung are astonishingly doing an amazing job🔥, don't fight me. @KBSWorldTV @MyloveKBS https://t.co/BZ7MbJZaxr
negative,@Mel629_ Agreed. This team should be putting up over 30 points a game with this much talent.
neutral,Ratings 171116: #WhileYouWereSleeping : 8.7% | 9.7% #MadDog : 6.4% #BuamdongRevengeSocialClub : 6.3%
neutral,“Hello, God? It’s me, Antonio...business is BOOMIN.” @AB84 https://t.co/CPKSajuCZm
neutral,@MadDog_42 Oh gosh 🤔
neutral,“DILLY DILLY” @BarstoolBigCat @PFTCommenter @budlight https://t.co/tKSXW2audU
positive,I really know hustlers dope and coke jugglers. You’ll never get rich surrounded by broke customers
positive,no sorry the most hilarious part of ep 11 HAS to be Min Joon’s reaction to punching that guy 😂 #MadDog #매드독
negative,And Steelers get their first 40 point game of season. No sweep for the Titans.
positive,Ratings 16/11/17: #WhileYouWereSleeping : 8.7% | 9.7% #MadDog : 6.4% And WYWS still remained top in its time slot. It was one of the shows that deserved higher ratings from start to finish. Either way I’m proud off WYWS for having consistent ratings. This show was LOVE! 👏🏼
neutral,@mkaysmith3 We'll see if You're still saying that after the last season.
positive,@redryleigh lol i love you 💕
neutral,3 interceptions by the defense tonight.
negative,And Cam is down...
positive,just an fyi for everyone @RHY422 is Hwayoung’s real twitter id, the other is just a fan impersonation #MadDog #매드독
positive,What a catch by AB a amazing one.
neutral,WHOOP WHAT FAMILY PRESENTS MADDOG THE SLASHER RAPPER. WITH RUN AND HIDE. https://t.co/YkWsX3ftSu
positive,Conflict already seems in action! 😜 #Jugglers #BaekJinHee #ChoiDaniel https://t.co/xKXAoudAJk
positive,And that will pretty much do it.
positive,@hey_maddog ok have a nice thanksgiving @hey_maddog
neutral,@maddog_97 Where’s her legs tho?? 🤔🤔
negative,Alright Ben, Put this game away now.
positive,Conflict already seems in action! 😜 #Jugglers #BaekJinHee #ChoiDaniel https://t.co/xKXAoudAJk
positive,Agreed! Women who talks sports are the best! https://t.co/ZaCp8rZjWh
negative,i love how the other members of #MadDog are now saying random German words too 😭😂
positive,this was literally the most hilarious part of ep 11, Min Joon pretending he didn’t know Korean LMAO #MadDog #매드독 https://t.co/YYstABhlFI
positive,“i turn now, good luck everybody else” https://t.co/X3sOv4fN6J
positive,Ratings 16/11/17: #WhileYouWereSleeping : 8.7% | 9.7% #MadDog : 6.4% And WYWS still remained top in its time slot. It was one of the shows that deserved higher ratings from start to finish. Either way I’m proud off WYWS for having consistent ratings. This show was LOVE! 👏🏼
positive,For the first time this season...Steelers have scored their first 30 point game.
positive,Conflict already seems in action! 😜 #Jugglers #BaekJinHee #ChoiDaniel https://t.co/xKXAoudAJk
neutral,Ratings 171116: #WhileYouWereSleeping : 8.7% | 9.7% #MadDog : 6.4% #BuamdongRevengeSocialClub : 6.3%
neutral,@Maddog_219 Yes sir
negative,Monkey in the middle. 😂😂😂😂😂 #Steelers
neutral,Ratings 171116: #WhileYouWereSleeping : 8.7% | 9.7% #MadDog : 6.4% #BuamdongRevengeSocialClub : 6.3%
negative,Steelers might crack their first 30 point game this season.
negative,we dead https://t.co/lUys7DptdZ
positive,@wavyjp nahhhh it is rigged maddog always makes the seniors win
neutral,In a drunken stupor, after several tugs of Maddog 20/20, a 40 oz and Marlboros paid for with their EBT cards and funded by us taxpayers... "What's a senator?" https://t.co/IZ8PIGmFGr
positive,that’s what I love about them, their romance is so subtle &amp; it works bc these 2 are oozing with chemistry 😍 #MadDog #매드독 @MyloveKBS https://t.co/AO78mZ5F4f
positive,Only looking forward to #IAmNotARobot &amp; #Jugglers ... otherwise, don’t have anything to watch after #TemperatureOfLove ends next week! Any good recommendations?! 🤓
positive,@AP This is like “those” snake jugglers, if the snake bites you, God doesn’t love you. In this case, he doesn’t love that guys wife either
neutral,Cheetah, the truly shipper of Minjoon-Hari ㅋㅋㅋ #MadDog https://t.co/pZP37fqGpp
neutral,if a teammate doesn't want you to succeed after season truth is she probably never wanted you to succeed during the season🤷‍♀️
positive,I know #maddog isnt a romance drama, but please give a more bit lovely romance around minjoon-hari pleasee @KBS_drama
positive,the Warriors are the best team in the NBA Celtics: https://t.co/d4CTU2xcJF
neutral,Ratings 171116: #WhileYouWereSleeping : 8.7% | 9.7% #MadDog : 6.4% #BuamdongRevengeSocialClub : 6.3%
neutral,Cheetah is the captain of the Hari x Minjoon ship and i am living for every moment of it #MadDog #매드독
negative,poor Cheetah woke up, probably hung over, to Min Joon kicking him and screaming in German 😂 #MadDog #매드독 https://t.co/NdwXD12OiG
positive,my heart is racing what the hellllll 😭 there are too many smart antagonists in this drama! #MadDog #매드독
positive,Would love to see another drive and another touchdown here for the Steelers.
neutral,Ratings 171116: #WhileYouWereSleeping : 8.7% | 9.7% #MadDog : 6.4% #BuamdongRevengeSocialClub : 6.3%
neutral,number one https://t.co/h8ipdd7RZH
negative,He got disappointed that it isn’t Hari, lmaooo #MadDog https://t.co/sHVnGkKKYf
neutral,#MadDog has newbies as actors,has no cameos,has no idol turned actor,has someone who is hated(hwayoung)yet they beat WYWS in ratings,legends https://t.co/qAotmvDRrV
positive,Awesome! GEN I MADDOG 150cc Scooter IceBear Honda Ruckus Clone Scooter. Automatic Transmission, Front Disc/Rear Drum Brakes, 12" Wheels. List $2899.00 #Sale $1749.00 Free Shipping Here https://t.co/r9H7MBxwQY #Scooter #Ruckus #Honda #150cc #GEN #MADDOG https://t.co/liAqqXwPAm
neutral,Oh gosh, minjoon, smh #MadDog https://t.co/WQDKjM2q9x
neutral,Cam with the sack!
neutral,The men’s concerns for Hari who thoughtlesslyput herself in danger :’) #MadDog https://t.co/YEHpZmoPRs
neutral,Mad Dog still cut #매드독 #maddog https://t.co/pIHTYoXDYe
neutral,Steelers caught a break there.
positive,I'M NOT CRYING U ARE, THE FUCK WE ALL ARE CRYING. THIS SCENE IS THE DEFINITION OF BEAUTY AND PERFECTION. THIS IS SO CUTE, JUST LOOK AT THE STARES. THEY'RE SO SWEET, THEY MAKE ME FEEL ALIVE. THEIR SCENES/ROMANCE IS SO BREATHTAKING, I'M IN LOVE. #MadDog #WooDoHwan #RyuHwaYoung 😻💞 https://t.co/PKvhEhrAEL
positive,Whoa, this couple. Even without skinship, even only with their stares, I could feel that there's love between them 😍❤ #MadDog #WooDoHwan #RyuHwaYoung https://t.co/rftMSqex0S
positive,Whoa, this couple. Even without skinship, even only with their stares, I could feel that there's love between them 😍❤ #MadDog #WooDoHwan #RyuHwaYoung https://t.co/rftMSqex0S
positive,as much as i love #MadDog it gives me so much stress 😭 what the hell was that ending?! #매드독
neutral,@blitzburgh6 @heinzfield I wouldn't after that.
negative,@Maddog_219 @heinzfield Don’t think I’m doing another night game. Will stick with Sunday afternoon.
neutral,@blitzburgh6 @heinzfield That's messed up.
positive,Ratings 16/11/17: #WhileYouWereSleeping : 8.7% | 9.7% #MadDog : 6.4% And WYWS still remained top in its time slot. It was one of the shows that deserved higher ratings from start to finish. Either way I’m proud off WYWS for having consistent ratings. This show was LOVE! 👏🏼
neutral,Ratings 171116: #WhileYouWereSleeping : 8.7% | 9.7% #MadDog : 6.4% #BuamdongRevengeSocialClub : 6.3%
neutral,@nflcommish is a hypocrite and a liar. he needs to be released by the nfl #goawaygoodell https://t.co/7ThxUskSFH #FreeZeke
neutral,In our thoughts &amp; prayers Maddog. #madlove4mad https://t.co/4qB138kOEL
positive,They finally call that on Ben. WOW
neutral,Where's MadDog Mattis &amp; @realDonaldTrump?! 😡😡 https://t.co/AHSgaE2kTB
negative,i’m about to just say fuck it and go on some dating apps lol
neutral,They need to answer now.
negative,That was just bad.
neutral,@nflcommish you are a hypocrite. https://t.co/7ThxUskSFH #FreeZeke
neutral,Where's MadDog Mattis &amp; @realDonaldTrump?! 😡😡 https://t.co/AHSgaE2kTB
negative,Pro-tip: Don't let the toxic mixture of fear and laziness fuck with your goals, ambition and productivity
positive,Titans and Steelers. Coming at ya from Heinz Field. I'll tell ya what, Heinz Ketchup is one of the best condiments in the game, man. Shows real grit. Gets french fries to the promise land. I love it
positive,So much good stuff going on in my life atm 😌👌🏼😊 #BePositive #maddogtweets
positive,Ratings 16/11/17: #WhileYouWereSleeping : 8.7% | 9.7% #MadDog : 6.4% And WYWS still remained top in its time slot. It was one of the shows that deserved higher ratings from start to finish. Either way I’m proud off WYWS for having consistent ratings. This show was LOVE! 👏🏼
neutral,Where's MadDog Mattis &amp; @realDonaldTrump?! 😡😡 https://t.co/AHSgaE2kTB
negative,Halftime #Steelers 16 #Titans 7. Titans are just dominating the Steelers OL so far tonight. Needs to changed in the second half.
neutral,In our thoughts &amp; prayers Maddog. #madlove4mad https://t.co/4qB138kOEL
neutral,he looks concerned.. #매드독 #MadDog #우도환 #WooDoHwan https://t.co/Jf778bDTRr
negative,#WooDoHwan I'm bored Every day Every minute Every single second 😢 #MadDog https://t.co/mC0JdqK8jc
neutral,how can i be so mesmerized by a picture of just a guy reading a script? #매드독 #MadDog #우도환 #WooDoHwan https://t.co/Q1KZyv21HR
neutral,HaRi x MinJoon ship is sailing stronger #MadDog #eps11 https://t.co/j6jwSgh2AD
neutral,this pining istg #maddog https://t.co/u2fgoemNAQ
positive,i’m loving this scene 😭💞 #MadDog https://t.co/7YvmT0vhLW
negative,Always one step ahead from mad dog! #maddog ep 12
negative,This offense has so much talent but the biggest problem is Haley play calling.
neutral,Mad Dog Ep.12 (NO SUB) #ซับไทยพรุ่งนี้นะคับ #kseries #kserieshd #ดูตามลิงค์เลยจ้าาา &gt;https://t.co/Svo1BlKknK &gt;https://t.co/V7IOrFI0Bx #ดูซีรีย์เกาหลีHD #ดูซีรีย์ไฟล์เดียว #MadDog https://t.co/8Qii1fmKeC
neutral,My cuties ❤ #MadDog #WooDoHwan #RyuHwaYoung https://t.co/X62pSs6Bsr
neutral,Ratings 171116: #WhileYouWereSleeping : 8.7% | 9.7% #MadDog : 6.4% #BuamdongRevengeSocialClub : 6.3%
neutral,Ratings 171116: #WhileYouWereSleeping : 8.7% | 9.7% #MadDog : 6.4% #BuamdongRevengeSocialClub : 6.3%
