Lable,Tweet
negative,#TemperatureOfLove is coming to an end. Please do not attack personally the actors and actresses who are just doing their job. They worked hard day and night and act according to the script, why blame them?🙄
neutral,I haven't watch the last 5 episodes of #TemperatureOfLove, what's happening
neutral,#NothingToLose 3rd teaser : https://t.co/rLETM3XZan
neutral,#NothingToLose 3rd teaser : https://t.co/rLETM3XZan
negative,SHJ: (Jaewook) oppa! do you know where do chubby people live? SHJ: Gaepodong~ KJW: *lol* cap: [Hyunsoo is lovely even when she tells an old-man gag] #temperatureoflove https://t.co/gFd4bI7ONY
neutral,Here to see @felonious_munk break a leg at the opening of his show!! #NothingToLose (at @woollymammothtc) https://t.co/T1msIs82lc
neutral,Aaaand were back on track... Hopefully #TemperatureofLove
negative,#TemperatureOfLove is coming to an end. Please do not attack personally the actors and actresses who are just doing their job. They worked hard day and night and act according to the script, why blame them?🙄
neutral,#TemperatureOfLove @HyunJinLight_TW support for #SeoHyunJin https://t.co/mCiM8IvavY https://t.co/9KH1MT529x
positive,Yeon Woo Jin😍😍😍😍😍 you're so great actor! I hope your new drama will be big hit. Fighting #yeonwoojin #연우진 #nothingtolose #이판사판 https://t.co/5b9gYbQTtk
neutral,#NothingToLose 3rd teaser : https://t.co/rLETM3XZan
neutral,#NothingToLose 3rd teaser : https://t.co/rLETM3XZan
positive,I swear I can’t wait to see #DongHa back in #NothingToLose. He is one amazing actor 😌🙌🏻 https://t.co/fep8d5LWll
neutral,#NothingToLose 3rd teaser : https://t.co/rLETM3XZan
neutral,#NothingToLose 3rd teaser : https://t.co/rLETM3XZan
negative,Because you're a bad person who treats the people around you like trash #TemperatureofLove https://t.co/1knmyKV8Er
neutral,[3차 티저] 3nd Teaser. Lee Jung-joo, a judge who sometimes swears at shameless defendants with unspeakable words. 😆💘 #이판사판 #NothingtoLose https://t.co/wp2Zl7hdCD
negative,I fell down the rocky way Broken and Bruised. I still climbed up again, its called #nothingtolose
neutral,Ratings 171114: #WitchsCourt : 11.9% #TemperatureofLove : 6.4% | 7.3% #20thCenturyBoyandGirl : 3.4% | 3% #ThisLifeisOurFirst : 3.9%
neutral,#SeoHyunJin #서현진 #LeeChoHee #이초희 #JiIlJoo #지일주 #TemperatureofLove #사랑의온도 #KimJaeWook #김재욱 PD Note update https://t.co/sYtzeW8GD9 https://t.co/hhxWDWwswB
positive,Awe #LeeJongSuk sent a coffee truck to #YoonKyunSang to support him with his new drama #DoubtfulVictory. I adore their friendship! ☺️ https://t.co/7Ni0AZJBJ4
neutral,#NothingToLose still cuts : #YeonWooJin #DongHa https://t.co/W9NsHClk8g
neutral,#TemperatureofLove #SeoHyunJin cries as LHS as if her heart is torn out from her. But people only see JS pain and not her pain. 😭 https://t.co/0UEmVDenUG
negative,#TemperatureOfLove is coming to an end. Please do not attack personally the actors and actresses who are just doing their job. They worked hard day and night and act according to the script, why blame them?🙄
positive,Awe #LeeJongSuk sent a coffee truck to #YoonKyunSang to support him with his new drama #DoubtfulVictory. I adore their friendship! ☺️ https://t.co/7Ni0AZJBJ4
neutral,#NothingToLose 3rd teaser : https://t.co/rLETM3XZan
positive,Most wanted son-in-laws are all available on Mon-Tue slot. Park Jung Woo in #TemperatureOfLove. Gong Ji Won in #20thCenturyBoyandGirl. Nam Se Hee in #BecauseThisLifeisOurFirst.
neutral,#DoubtfulVictory 2nd teaser : https://t.co/iPijKo4wYV
positive,keren 👍😍 ur a great actor #YoonKyunSang tayang 27Nov/mon&amp;tue /22.00 KST . 👗#DoubtfulVictory #의문의일승 #윤균상 #융귱상 #sbs #오일승 https://t.co/qNQOr9qc63
neutral,#NothingToLose 3rd teaser : https://t.co/rLETM3XZan
neutral,#NothingToLose 3rd teaser : https://t.co/rLETM3XZan
neutral,#NothingToLose 3rd teaser : https://t.co/rLETM3XZan
neutral,#TemperatureOfLove @HyunJinLight_TW support for #SeoHyunJin https://t.co/mCiM8IvavY https://t.co/9KH1MT529x
negative,#TemperatureOfLove is coming to an end. Please do not attack personally the actors and actresses who are just doing their job. They worked hard day and night and act according to the script, why blame them?🙄
neutral,Why does Eun Bin always get a tall guy in a library? 😂🤤🤓 #NothingToLose
neutral,#NothingToLose 3rd teaser : https://t.co/rLETM3XZan
neutral,#NothingToLose 3rd teaser : https://t.co/rLETM3XZan
neutral,#NothingToLose 3rd teaser : https://t.co/rLETM3XZan
positive,D-6 still cuts : Nothing To Lose 😋😍 Pic : JUMPentertainment #YeonWoojin #연우진 #NothingtoLose https://t.co/QqVeOS58lj
neutral,#NothingToLose 3rd teaser : https://t.co/rLETM3XZan
neutral,#NothingToLose 4th teaser Judge Lee vs Judge Sa @PEunbeen https://t.co/x9bHmoox36
negative,#TemperatureOfLove is coming to an end. Please do not attack personally the actors and actresses who are just doing their job. They worked hard day and night and act according to the script, why blame them?🙄
negative,#SeNa so easily sold the company while the dumb leads just looked at and kept saying she cant..😂😂😂 They should rename the drama title from #SweetEnemy to #HowSeNaWinsEverytimeTillTheEnd!!!
neutral,#NothingToLose 3rd teaser : https://t.co/rLETM3XZan
neutral,I can watch #NothingToLose third teaser all day and Im not joking
neutral,#NothingToLose 3rd teaser : https://t.co/rLETM3XZan
neutral,#NothingToLose 4th teaser Judge Lee vs Judge Sa @PEunbeen https://t.co/x9bHmoox36
neutral,#TemperatureOfLove @HyunJinLight_TW support for #SeoHyunJin https://t.co/mCiM8IvavY https://t.co/9KH1MT529x
neutral,I've just watched episode S01E29 of Temperature of L...! #temperatureoflove #tvtime https://t.co/SZtcFXuAzg https://t.co/3JyEnnpXLi
neutral,#NothingToLose 3rd teaser : https://t.co/rLETM3XZan
negative,I like Mr Park but why you gotta do this to my Jung Seon😢😭😭 Hyun soo doesn't deserve him I swear #TemperatureofLove
neutral,I've just watched episode S01E27 of Temperature of L...! #temperatureoflove #tvtime https://t.co/f6pHnKeBli https://t.co/iEjTMgd8V8
positive,#연우진 Oppa wear a very cool shirt#Nothingtolose🔜D-6 https://t.co/9Ar4d3ayqz
neutral,#TemperatureOfLove @HyunJinLight_TW support for #SeoHyunJin https://t.co/mCiM8IvavY https://t.co/9KH1MT529x
positive,JS’s mother is unintentionally funny! 😂 OMG! This reminds me can we have #SeoHyunJin &amp; #GongYoo in a drama together! 😁 Didn’t they win best actress &amp; actor Award together this year?! #TemperatureOfLove https://t.co/BO4sR5w6er
negative,Kim Dong Won II se une al casting de #DoubtfulVictory https://t.co/OOA9c3uOEh
neutral,#NothingToLose 3rd teaser : https://t.co/rLETM3XZan
positive,@VidhiTy @sejongarchives @sejongvisuals @sj_love @HyunJinLight_TW @yangsejong_pic @sjsj_123 @SmileShine2 @Vanshi_007 @onlysejong Yes baby! Sometimes I feel that HS doesn't deserve him. Get us a man like him...we'll love him more!😉😛😍😘 #TemperatureofLove
neutral,@surbhi944 @onlysejong @sejongarchives @sejongvisuals @Angel2013sg @sj_love @Vanshi_007 @VidhiTy @yangsejong_pic @SeoHyunJinFC @sjsj_123 She always crave for things which she doesn't have. She has no idea what a gem she has! #TemperatureofLove
neutral,omg. I need Jung Seon to leave her ass and never look back. 😤 #TemperatureOfLove
positive,SBS’s upcoming drama #DoubtfulVictory reveals its supporting cast: https://t.co/uE4vv2rRFN
positive,Awe #LeeJongSuk sent a coffee truck to #YoonKyunSang to support him with his new drama #DoubtfulVictory. I adore their friendship! ☺️ https://t.co/7Ni0AZJBJ4
neutral,#NothingToLose 3rd teaser : https://t.co/rLETM3XZan
neutral,#NothingToLose 3rd teaser : https://t.co/rLETM3XZan
neutral,#TemperatureOfLove @HyunJinLight_TW support for #SeoHyunJin https://t.co/mCiM8IvavY https://t.co/9KH1MT529x
neutral,#NothingToLose 3er teaser : C. Kdramanews Admin/Georgy https://t.co/4QZG9pGVKk
neutral,#TemperatureOfLove @HyunJinLight_TW support for #SeoHyunJin https://t.co/mCiM8IvavY https://t.co/9KH1MT529x
neutral,#TemperatureOfLove @HyunJinLight_TW support for #SeoHyunJin https://t.co/mCiM8IvavY https://t.co/9KH1MT529x
neutral,#TemperatureOfLove @HyunJinLight_TW support for #SeoHyunJin https://t.co/mCiM8IvavY https://t.co/9KH1MT529x
neutral,#NothingToLose still cuts : #YeonWooJin #ParkEunBin https://t.co/Yt37aRvywE
neutral,Retweeted K-Drama News! (@kdrama_news): #NothingToLose 3rd teaser : https://t.co/VbN2TvAopE https://t.co/363gJmCGqc
neutral,#NothingToLose 3rd teaser : https://t.co/rLETM3XZan
positive,From 'LET'S LIVE TOGETHER' to 'I'M NOT SURE ANYMORE'!! Prove me WRONG with the FACT that 'TRUE LOVE NEVER FADES AWAY'.💕😭 #TemperatureofLove #YangSeJong #SeoHyunJin #OnJungSun #LeeHyunSoo #OnSoo #kdrama https://t.co/E3kqX9Iigt
positive,Good morning✨✨ Slide into our dm if you would love for us to advertise(hype) your business. #BusinessOwners #FreeFreeFree #NothingToLose https://t.co/z1G8kOPuRX
neutral,#NothingToLose 3rd teaser : https://t.co/rLETM3XZan
neutral,....and that's the end of my thread (for the time being) 😂 currently I'm watching #TemperatureofLove &amp; #WhileYouWereSleeping
neutral,Geram #TemperatureofLove
positive,I love them for, giving us behind the scenes shoots every time 🤣 🌹🌹🌹 #sevenoclock #7oclock #SOC #7OC #OST #TemperatureOfLove #TaeHyunYoungGyu #mixnine #vocalline @7OC_official https://t.co/uQoEcPFitt
positive,Most wanted son-in-laws are all available on Mon-Tue slot. Park Jung Woo in #TemperatureOfLove. Gong Ji Won in #20thCenturyBoyandGirl. Nam Se Hee in #BecauseThisLifeisOurFirst.
neutral,#NothingToLose 3rd teaser : https://t.co/rLETM3XZan
positive,Exactly what we need after internet and drama all day. #TemperatureOfProductPlacement #TemperatureOfLove https://t.co/jGqxjOSWp6
neutral,....and that's the end of my thread (for the time being) 😂 currently I'm watching #TemperatureofLove &amp; #WhileYouWereSleeping
neutral,#TemperatureofLove #SeoHyunJin cries as LHS as if her heart is torn out from her. But people only see JS pain and not her pain. 😭 https://t.co/0UEmVDenUG
neutral,#TemperatureofLove #SeoHyunJin cries as LHS as if her heart is torn out from her. But people only see JS pain and not her pain. 😭 https://t.co/0UEmVDenUG
positive,You don't GIVE UP on someone YOU LOVE💕💕. Right? #TemperatureofLove #YangSeJong #SeoHyunJin #OnJungSun #LeeHyunSoo #OnSoo #Kdrama https://t.co/CaKFYUB41w
neutral,#NothingToLose 3rd teaser : https://t.co/rLETM3XZan
neutral,Ratings 171114: #WitchsCourt : 11.9% #TemperatureofLove : 6.4% | 7.3% #20thCenturyBoyandGirl : 3.4% | 3% #ThisLifeisOurFirst : 3.9%
negative,Park jungwoo from #TemperatureofLove needs to learn this thing😒 https://t.co/VON7tx3OVH
neutral,#NothingToLose 3rd teaser : https://t.co/rLETM3XZan
neutral,#NothingToLose 3rd teaser : https://t.co/rLETM3XZan
neutral,#NothingToLose 3rd teaser : https://t.co/rLETM3XZan
negative,#TemperatureofLove C'mon people. It's just a show. Don't project hate onto the actor or actress just because their characters were written badly.
positive,D-6 still cuts : Nothing To Lose 😋😍 Pic : JUMPentertainment #YeonWoojin #연우진 #NothingtoLose https://t.co/QqVeOS58lj
neutral,#NothingToLose 3rd teaser : https://t.co/rLETM3XZan
neutral,#NothingToLose 3rd teaser : https://t.co/rLETM3XZan
negative,#TemperatureofLove C'mon people. It's just a show. Don't project hate onto the actor or actress just because their characters were written badly.
neutral,#TemperatureofLove #SeoHyunJin cries as LHS as if her heart is torn out from her. But people only see JS pain and not her pain. 😭 https://t.co/0UEmVDenUG
